"meeting_date","scrape_time","scrape_datetime_aest","move","diff_bps","bucket_rate","probability"
2026-02-03,2025-05-02 12:00:00,"2025-05-02 22:00:00","4.60%",-355,0.046,0
2026-02-03,2025-05-02 12:00:00,"2025-05-02 22:00:00","4.85%",-355,0.0485,0
2026-02-03,2025-05-02 12:00:00,"2025-05-02 22:00:00","5.10%",-355,0.051,0
2026-02-03,2025-05-02 12:00:00,"2025-05-02 22:00:00","5.35%",-355,0.0535,0
2026-02-03,2025-05-02 12:00:00,"2025-05-02 22:00:00","5.60%",-354,0.056,0
2026-02-03,2025-05-02 12:00:00,"2025-05-02 22:00:00","5.85%",-354,0.0585,0
2026-02-03,2025-05-02 12:00:00,"2025-05-02 22:00:00","6.10%",-354,0.061,0
2026-02-03,2025-05-05 12:00:00,"2025-05-05 22:00:00","0.10%",-360,0.001,0
2026-02-03,2025-05-05 12:00:00,"2025-05-05 22:00:00","0.35%",-360,0.0035,0
2026-02-03,2025-05-05 12:00:00,"2025-05-05 22:00:00","0.60%",-359,0.006,0
2026-02-03,2025-05-05 12:00:00,"2025-05-05 22:00:00","0.85%",-359,0.0085,0
2026-02-03,2025-05-05 12:00:00,"2025-05-05 22:00:00","1.10%",-359,0.011,0
2026-02-03,2025-05-05 12:00:00,"2025-05-05 22:00:00","1.35%",-359,0.0135,0
2026-02-03,2025-05-05 12:00:00,"2025-05-05 22:00:00","1.60%",-358,0.016,0.0160174706054659
2026-02-03,2025-05-05 12:00:00,"2025-05-05 22:00:00","1.85%",-358,0.0185,0.0334911148886836
2026-02-03,2025-05-05 12:00:00,"2025-05-05 22:00:00","2.10%",-358,0.021,0.0606063303280697
2026-02-03,2025-05-05 12:00:00,"2025-05-05 22:00:00","2.35%",-358,0.0235,0.0949217178885722
2026-02-03,2025-05-05 12:00:00,"2025-05-05 22:00:00","2.60%",-357,0.026,0.128670025385382
2026-02-03,2025-05-05 12:00:00,"2025-05-05 22:00:00","2.85%",-357,0.0285,0.150958226731623
2026-02-03,2025-05-05 12:00:00,"2025-05-05 22:00:00","3.10%",-357,0.031,0.1532870917337
2026-02-03,2025-05-05 12:00:00,"2025-05-05 22:00:00","3.35%",-357,0.0335,0.134717481768142
2026-02-03,2025-05-05 12:00:00,"2025-05-05 22:00:00","3.60%",-356,0.036,0.102473234754086
2026-02-03,2025-05-05 12:00:00,"2025-05-05 22:00:00","3.85%",-356,0.0385,0.067462430915449
2026-02-03,2025-05-05 12:00:00,"2025-05-05 22:00:00","4.10%",-356,0.041,0.0384391635721036
2026-02-03,2025-05-05 12:00:00,"2025-05-05 22:00:00","4.35%",-356,0.0435,0.0189557114287212
2026-02-03,2025-05-05 12:00:00,"2025-05-05 22:00:00","4.60%",-355,0.046,0
2026-02-03,2025-05-05 12:00:00,"2025-05-05 22:00:00","4.85%",-355,0.0485,0
2026-02-03,2025-05-05 12:00:00,"2025-05-05 22:00:00","5.10%",-355,0.051,0
2026-02-03,2025-05-05 12:00:00,"2025-05-05 22:00:00","5.35%",-355,0.0535,0
2026-02-03,2025-05-05 12:00:00,"2025-05-05 22:00:00","5.60%",-354,0.056,0
2026-02-03,2025-05-05 12:00:00,"2025-05-05 22:00:00","5.85%",-354,0.0585,0
2026-02-03,2025-05-05 12:00:00,"2025-05-05 22:00:00","6.10%",-354,0.061,0
2026-02-03,2025-05-06 12:00:00,"2025-05-06 22:00:00","0.10%",-360,0.001,0
2026-02-03,2025-05-06 12:00:00,"2025-05-06 22:00:00","0.35%",-360,0.0035,0
2026-02-03,2025-05-06 12:00:00,"2025-05-06 22:00:00","0.60%",-359,0.006,0
2026-02-03,2025-05-06 12:00:00,"2025-05-06 22:00:00","0.85%",-359,0.0085,0
2026-02-03,2025-05-06 12:00:00,"2025-05-06 22:00:00","1.10%",-359,0.011,0
2026-02-03,2025-05-06 12:00:00,"2025-05-06 22:00:00","1.35%",-359,0.0135,0
2026-02-03,2025-05-06 12:00:00,"2025-05-06 22:00:00","1.60%",-358,0.016,0
2026-02-03,2025-05-06 12:00:00,"2025-05-06 22:00:00","1.85%",-358,0.0185,0
2026-02-03,2025-05-06 12:00:00,"2025-05-06 22:00:00","2.10%",-358,0.021,0
2026-02-03,2025-05-06 12:00:00,"2025-05-06 22:00:00","2.35%",-358,0.0235,0.0361456043853003
2026-02-03,2025-05-06 12:00:00,"2025-05-06 22:00:00","2.60%",-357,0.026,0.131169505697124
2026-02-03,2025-05-06 12:00:00,"2025-05-06 22:00:00","2.85%",-357,0.0285,0.265302369245799
2026-02-03,2025-05-06 12:00:00,"2025-05-06 22:00:00","3.10%",-357,0.031,0.299453523582379
2026-02-03,2025-05-06 12:00:00,"2025-05-06 22:00:00","3.35%",-357,0.0335,0.188667045064855
2026-02-03,2025-05-06 12:00:00,"2025-05-06 22:00:00","3.60%",-356,0.036,0.066293698584229
2026-02-03,2025-05-06 12:00:00,"2025-05-06 22:00:00","3.85%",-356,0.0385,0.0129682534403141
2026-02-03,2025-05-06 12:00:00,"2025-05-06 22:00:00","4.10%",-356,0.041,0
2026-02-03,2025-05-06 12:00:00,"2025-05-06 22:00:00","4.35%",-356,0.0435,0
2026-02-03,2025-05-06 12:00:00,"2025-05-06 22:00:00","4.60%",-355,0.046,0
2026-02-03,2025-05-06 12:00:00,"2025-05-06 22:00:00","4.85%",-355,0.0485,0
2026-02-03,2025-05-06 12:00:00,"2025-05-06 22:00:00","5.10%",-355,0.051,0
2026-02-03,2025-05-06 12:00:00,"2025-05-06 22:00:00","5.35%",-355,0.0535,0
2026-02-03,2025-05-06 12:00:00,"2025-05-06 22:00:00","5.60%",-354,0.056,0
2026-02-03,2025-05-06 12:00:00,"2025-05-06 22:00:00","5.85%",-354,0.0585,0
2026-02-03,2025-05-06 12:00:00,"2025-05-06 22:00:00","6.10%",-354,0.061,0
2026-02-03,2025-05-07 12:00:00,"2025-05-07 22:00:00","0.10%",-360,0.001,0
2026-02-03,2025-05-07 12:00:00,"2025-05-07 22:00:00","0.35%",-360,0.0035,0
2026-02-03,2025-05-07 12:00:00,"2025-05-07 22:00:00","0.60%",-359,0.006,0
2026-02-03,2025-05-07 12:00:00,"2025-05-07 22:00:00","0.85%",-359,0.0085,0
2026-02-03,2025-05-07 12:00:00,"2025-05-07 22:00:00","1.10%",-359,0.011,0
2026-02-03,2025-05-07 12:00:00,"2025-05-07 22:00:00","1.35%",-359,0.0135,0
2026-02-03,2025-05-07 12:00:00,"2025-05-07 22:00:00","1.60%",-358,0.016,0
2026-02-03,2025-05-07 12:00:00,"2025-05-07 22:00:00","1.85%",-358,0.0185,0
2026-02-03,2025-05-07 12:00:00,"2025-05-07 22:00:00","2.10%",-358,0.021,0.0124837923372368
2026-02-03,2025-05-07 12:00:00,"2025-05-07 22:00:00","2.35%",-358,0.0235,0.0576670557603941
2026-02-03,2025-05-07 12:00:00,"2025-05-07 22:00:00","2.60%",-357,0.026,0.160043814984091
2026-02-03,2025-05-07 12:00:00,"2025-05-07 22:00:00","2.85%",-357,0.0285,0.267162400207341
2026-02-03,2025-05-07 12:00:00,"2025-05-07 22:00:00","3.10%",-357,0.031,0.268412162396793
2026-02-03,2025-05-07 12:00:00,"2025-05-07 22:00:00","3.35%",-357,0.0335,0.162301272838787
2026-02-03,2025-05-07 12:00:00,"2025-05-07 22:00:00","3.60%",-356,0.036,0.0590301763484439
2026-02-03,2025-05-07 12:00:00,"2025-05-07 22:00:00","3.85%",-356,0.0385,0.0128993251269127
2026-02-03,2025-05-07 12:00:00,"2025-05-07 22:00:00","4.10%",-356,0.041,0
2026-02-03,2025-05-07 12:00:00,"2025-05-07 22:00:00","4.35%",-356,0.0435,0
2026-02-03,2025-05-07 12:00:00,"2025-05-07 22:00:00","4.60%",-355,0.046,0
2026-02-03,2025-05-07 12:00:00,"2025-05-07 22:00:00","4.85%",-355,0.0485,0
2026-02-03,2025-05-07 12:00:00,"2025-05-07 22:00:00","5.10%",-355,0.051,0
2026-02-03,2025-05-07 12:00:00,"2025-05-07 22:00:00","5.35%",-355,0.0535,0
2026-02-03,2025-05-07 12:00:00,"2025-05-07 22:00:00","5.60%",-354,0.056,0
2026-02-03,2025-05-07 12:00:00,"2025-05-07 22:00:00","5.85%",-354,0.0585,0
2026-02-03,2025-05-07 12:00:00,"2025-05-07 22:00:00","6.10%",-354,0.061,0
2026-02-03,2025-05-08 12:00:00,"2025-05-08 22:00:00","0.10%",-360,0.001,0
2026-02-03,2025-05-08 12:00:00,"2025-05-08 22:00:00","0.35%",-360,0.0035,0
2026-02-03,2025-05-08 12:00:00,"2025-05-08 22:00:00","0.60%",-359,0.006,0
2026-02-03,2025-05-08 12:00:00,"2025-05-08 22:00:00","0.85%",-359,0.0085,0
2026-02-03,2025-05-08 12:00:00,"2025-05-08 22:00:00","1.10%",-359,0.011,0
2026-02-03,2025-05-08 12:00:00,"2025-05-08 22:00:00","1.35%",-359,0.0135,0
2026-02-03,2025-05-08 12:00:00,"2025-05-08 22:00:00","1.60%",-358,0.016,0
2026-02-03,2025-05-08 12:00:00,"2025-05-08 22:00:00","1.85%",-358,0.0185,0
2026-02-03,2025-05-08 12:00:00,"2025-05-08 22:00:00","2.10%",-358,0.021,0
2026-02-03,2025-05-08 12:00:00,"2025-05-08 22:00:00","2.35%",-358,0.0235,0.0460522118941398
2026-02-03,2025-05-08 12:00:00,"2025-05-08 22:00:00","2.60%",-357,0.026,0.143067602118907
2026-02-03,2025-05-08 12:00:00,"2025-05-08 22:00:00","2.85%",-357,0.0285,0.262215266486326
2026-02-03,2025-05-08 12:00:00,"2025-05-08 22:00:00","3.10%",-357,0.031,0.283758507994034
2026-02-03,2025-05-08 12:00:00,"2025-05-08 22:00:00","3.35%",-357,0.0335,0.181326315656966
2026-02-03,2025-05-08 12:00:00,"2025-05-08 22:00:00","3.60%",-356,0.036,0.0683805717359934
2026-02-03,2025-05-08 12:00:00,"2025-05-08 22:00:00","3.85%",-356,0.0385,0.0151995241136332
2026-02-03,2025-05-08 12:00:00,"2025-05-08 22:00:00","4.10%",-356,0.041,0
2026-02-03,2025-05-08 12:00:00,"2025-05-08 22:00:00","4.35%",-356,0.0435,0
2026-02-03,2025-05-08 12:00:00,"2025-05-08 22:00:00","4.60%",-355,0.046,0
2026-02-03,2025-05-08 12:00:00,"2025-05-08 22:00:00","4.85%",-355,0.0485,0
2026-02-03,2025-05-08 12:00:00,"2025-05-08 22:00:00","5.10%",-355,0.051,0
2026-02-03,2025-05-08 12:00:00,"2025-05-08 22:00:00","5.35%",-355,0.0535,0
2026-02-03,2025-05-08 12:00:00,"2025-05-08 22:00:00","5.60%",-354,0.056,0
2026-02-03,2025-05-08 12:00:00,"2025-05-08 22:00:00","5.85%",-354,0.0585,0
2026-02-03,2025-05-08 12:00:00,"2025-05-08 22:00:00","6.10%",-354,0.061,0
2026-02-03,2025-05-09 12:00:00,"2025-05-09 22:00:00","0.10%",-360,0.001,0
2026-02-03,2025-05-09 12:00:00,"2025-05-09 22:00:00","0.35%",-360,0.0035,0
2026-02-03,2025-05-09 12:00:00,"2025-05-09 22:00:00","0.60%",-359,0.006,0
2026-02-03,2025-05-09 12:00:00,"2025-05-09 22:00:00","0.85%",-359,0.0085,0
2026-02-03,2025-05-09 12:00:00,"2025-05-09 22:00:00","1.10%",-359,0.011,0
2026-02-03,2025-05-09 12:00:00,"2025-05-09 22:00:00","1.35%",-359,0.0135,0
2026-02-03,2025-05-09 12:00:00,"2025-05-09 22:00:00","1.60%",-358,0.016,0
2026-02-03,2025-05-09 12:00:00,"2025-05-09 22:00:00","1.85%",-358,0.0185,0
2026-02-03,2025-05-09 12:00:00,"2025-05-09 22:00:00","2.10%",-358,0.021,0
2026-02-03,2025-05-09 12:00:00,"2025-05-09 22:00:00","2.35%",-358,0.0235,0.0280910734797472
2026-02-03,2025-05-09 12:00:00,"2025-05-09 22:00:00","2.60%",-357,0.026,0.110622651027132
2026-02-03,2025-05-09 12:00:00,"2025-05-09 22:00:00","2.85%",-357,0.0285,0.244459032126404
2026-02-03,2025-05-09 12:00:00,"2025-05-09 22:00:00","3.10%",-357,0.031,0.30355914674128
2026-02-03,2025-05-09 12:00:00,"2025-05-09 22:00:00","3.35%",-357,0.0335,0.211896860695548
2026-02-03,2025-05-09 12:00:00,"2025-05-09 22:00:00","3.60%",-356,0.036,0.0830943323423945
2026-02-03,2025-05-09 12:00:00,"2025-05-09 22:00:00","3.85%",-356,0.0385,0.0182769035874933
2026-02-03,2025-05-09 12:00:00,"2025-05-09 22:00:00","4.10%",-356,0.041,0
2026-02-03,2025-05-09 12:00:00,"2025-05-09 22:00:00","4.35%",-356,0.0435,0
2026-02-03,2025-05-09 12:00:00,"2025-05-09 22:00:00","4.60%",-355,0.046,0
2026-02-03,2025-05-09 12:00:00,"2025-05-09 22:00:00","4.85%",-355,0.0485,0
2026-02-03,2025-05-09 12:00:00,"2025-05-09 22:00:00","5.10%",-355,0.051,0
2026-02-03,2025-05-09 12:00:00,"2025-05-09 22:00:00","5.35%",-355,0.0535,0
2026-02-03,2025-05-09 12:00:00,"2025-05-09 22:00:00","5.60%",-354,0.056,0
2026-02-03,2025-05-09 12:00:00,"2025-05-09 22:00:00","5.85%",-354,0.0585,0
2026-02-03,2025-05-09 12:00:00,"2025-05-09 22:00:00","6.10%",-354,0.061,0
2026-02-03,2025-05-12 12:00:00,"2025-05-12 22:00:00","0.10%",-360,0.001,0
2026-02-03,2025-05-12 12:00:00,"2025-05-12 22:00:00","0.35%",-360,0.0035,0
2026-02-03,2025-05-12 12:00:00,"2025-05-12 22:00:00","0.60%",-359,0.006,0
2026-02-03,2025-05-12 12:00:00,"2025-05-12 22:00:00","0.85%",-359,0.0085,0
2026-02-03,2025-05-12 12:00:00,"2025-05-12 22:00:00","1.10%",-359,0.011,0
2026-02-03,2025-05-12 12:00:00,"2025-05-12 22:00:00","1.35%",-359,0.0135,0
2026-02-03,2025-05-12 12:00:00,"2025-05-12 22:00:00","1.60%",-358,0.016,0
2026-02-03,2025-05-12 12:00:00,"2025-05-12 22:00:00","1.85%",-358,0.0185,0
2026-02-03,2025-05-12 12:00:00,"2025-05-12 22:00:00","2.10%",-358,0.021,0
2026-02-03,2025-05-12 12:00:00,"2025-05-12 22:00:00","2.35%",-358,0.0235,0.0146791471888305
2026-02-03,2025-05-12 12:00:00,"2025-05-12 22:00:00","2.60%",-357,0.026,0.0785926904509468
2026-02-03,2025-05-12 12:00:00,"2025-05-12 22:00:00","2.85%",-357,0.0285,0.219677949637351
2026-02-03,2025-05-12 12:00:00,"2025-05-12 22:00:00","3.10%",-357,0.031,0.321343759637108
2026-02-03,2025-05-12 12:00:00,"2025-05-12 22:00:00","3.35%",-357,0.0335,0.246237228149658
2026-02-03,2025-05-12 12:00:00,"2025-05-12 22:00:00","3.60%",-356,0.036,0.0987736850865785
2026-02-03,2025-05-12 12:00:00,"2025-05-12 22:00:00","3.85%",-356,0.0385,0.020695539849527
2026-02-03,2025-05-12 12:00:00,"2025-05-12 22:00:00","4.10%",-356,0.041,0
2026-02-03,2025-05-12 12:00:00,"2025-05-12 22:00:00","4.35%",-356,0.0435,0
2026-02-03,2025-05-12 12:00:00,"2025-05-12 22:00:00","4.60%",-355,0.046,0
2026-02-03,2025-05-12 12:00:00,"2025-05-12 22:00:00","4.85%",-355,0.0485,0
2026-02-03,2025-05-12 12:00:00,"2025-05-12 22:00:00","5.10%",-355,0.051,0
2026-02-03,2025-05-12 12:00:00,"2025-05-12 22:00:00","5.35%",-355,0.0535,0
2026-02-03,2025-05-12 12:00:00,"2025-05-12 22:00:00","5.60%",-354,0.056,0
2026-02-03,2025-05-12 12:00:00,"2025-05-12 22:00:00","5.85%",-354,0.0585,0
2026-02-03,2025-05-12 12:00:00,"2025-05-12 22:00:00","6.10%",-354,0.061,0
2026-02-03,2025-05-13 12:00:00,"2025-05-13 22:00:00","0.10%",-360,0.001,0
2026-02-03,2025-05-13 12:00:00,"2025-05-13 22:00:00","0.35%",-360,0.0035,0
2026-02-03,2025-05-13 12:00:00,"2025-05-13 22:00:00","0.60%",-359,0.006,0
2026-02-03,2025-05-13 12:00:00,"2025-05-13 22:00:00","0.85%",-359,0.0085,0
2026-02-03,2025-05-13 12:00:00,"2025-05-13 22:00:00","1.10%",-359,0.011,0
2026-02-03,2025-05-13 12:00:00,"2025-05-13 22:00:00","1.35%",-359,0.0135,0
2026-02-03,2025-05-13 12:00:00,"2025-05-13 22:00:00","1.60%",-358,0.016,0
2026-02-03,2025-05-13 12:00:00,"2025-05-13 22:00:00","1.85%",-358,0.0185,0
2026-02-03,2025-05-13 12:00:00,"2025-05-13 22:00:00","2.10%",-358,0.021,0
2026-02-03,2025-05-13 12:00:00,"2025-05-13 22:00:00","2.35%",-358,0.0235,0
2026-02-03,2025-05-13 12:00:00,"2025-05-13 22:00:00","2.60%",-357,0.026,0.0412125312521608
2026-02-03,2025-05-13 12:00:00,"2025-05-13 22:00:00","2.85%",-357,0.0285,0.155032605093412
2026-02-03,2025-05-13 12:00:00,"2025-05-13 22:00:00","3.10%",-357,0.031,0.301208595386277
2026-02-03,2025-05-13 12:00:00,"2025-05-13 22:00:00","3.35%",-357,0.0335,0.302777119621024
2026-02-03,2025-05-13 12:00:00,"2025-05-13 22:00:00","3.60%",-356,0.036,0.1574694441868
2026-02-03,2025-05-13 12:00:00,"2025-05-13 22:00:00","3.85%",-356,0.0385,0.042299704460326
2026-02-03,2025-05-13 12:00:00,"2025-05-13 22:00:00","4.10%",-356,0.041,0
2026-02-03,2025-05-13 12:00:00,"2025-05-13 22:00:00","4.35%",-356,0.0435,0
2026-02-03,2025-05-13 12:00:00,"2025-05-13 22:00:00","4.60%",-355,0.046,0
2026-02-03,2025-05-13 12:00:00,"2025-05-13 22:00:00","4.85%",-355,0.0485,0
2026-02-03,2025-05-13 12:00:00,"2025-05-13 22:00:00","5.10%",-355,0.051,0
2026-02-03,2025-05-13 12:00:00,"2025-05-13 22:00:00","5.35%",-355,0.0535,0
2026-02-03,2025-05-13 12:00:00,"2025-05-13 22:00:00","5.60%",-354,0.056,0
2026-02-03,2025-05-13 12:00:00,"2025-05-13 22:00:00","5.85%",-354,0.0585,0
2026-02-03,2025-05-13 12:00:00,"2025-05-13 22:00:00","6.10%",-354,0.061,0
2026-02-03,2025-05-14 12:00:00,"2025-05-14 22:00:00","0.10%",-360,0.001,0
2026-02-03,2025-05-14 12:00:00,"2025-05-14 22:00:00","0.35%",-360,0.0035,0
2026-02-03,2025-05-14 12:00:00,"2025-05-14 22:00:00","0.60%",-359,0.006,0
2026-02-03,2025-05-14 12:00:00,"2025-05-14 22:00:00","0.85%",-359,0.0085,0
2026-02-03,2025-05-14 12:00:00,"2025-05-14 22:00:00","1.10%",-359,0.011,0
2026-02-03,2025-05-14 12:00:00,"2025-05-14 22:00:00","1.35%",-359,0.0135,0
2026-02-03,2025-05-14 12:00:00,"2025-05-14 22:00:00","1.60%",-358,0.016,0
2026-02-03,2025-05-14 12:00:00,"2025-05-14 22:00:00","1.85%",-358,0.0185,0
2026-02-03,2025-05-14 12:00:00,"2025-05-14 22:00:00","2.10%",-358,0.021,0
2026-02-03,2025-05-14 12:00:00,"2025-05-14 22:00:00","2.35%",-358,0.0235,0
2026-02-03,2025-05-14 12:00:00,"2025-05-14 22:00:00","2.60%",-357,0.026,0.0285474835390891
2026-02-03,2025-05-14 12:00:00,"2025-05-14 22:00:00","2.85%",-357,0.0285,0.131807893466119
2026-02-03,2025-05-14 12:00:00,"2025-05-14 22:00:00","3.10%",-357,0.031,0.296123938669625
2026-02-03,2025-05-14 12:00:00,"2025-05-14 22:00:00","3.35%",-357,0.0335,0.324602165755937
2026-02-03,2025-05-14 12:00:00,"2025-05-14 22:00:00","3.60%",-356,0.036,0.173666983702599
2026-02-03,2025-05-14 12:00:00,"2025-05-14 22:00:00","3.85%",-356,0.0385,0.045251534866631
2026-02-03,2025-05-14 12:00:00,"2025-05-14 22:00:00","4.10%",-356,0.041,0
2026-02-03,2025-05-14 12:00:00,"2025-05-14 22:00:00","4.35%",-356,0.0435,0
2026-02-03,2025-05-14 12:00:00,"2025-05-14 22:00:00","4.60%",-355,0.046,0
2026-02-03,2025-05-14 12:00:00,"2025-05-14 22:00:00","4.85%",-355,0.0485,0
2026-02-03,2025-05-14 12:00:00,"2025-05-14 22:00:00","5.10%",-355,0.051,0
2026-02-03,2025-05-14 12:00:00,"2025-05-14 22:00:00","5.35%",-355,0.0535,0
2026-02-03,2025-05-14 12:00:00,"2025-05-14 22:00:00","5.60%",-354,0.056,0
2026-02-03,2025-05-14 12:00:00,"2025-05-14 22:00:00","5.85%",-354,0.0585,0
2026-02-03,2025-05-14 12:00:00,"2025-05-14 22:00:00","6.10%",-354,0.061,0
2026-02-03,2025-05-15 12:00:00,"2025-05-15 22:00:00","0.10%",-360,0.001,0
2026-02-03,2025-05-15 12:00:00,"2025-05-15 22:00:00","0.35%",-360,0.0035,0
2026-02-03,2025-05-15 12:00:00,"2025-05-15 22:00:00","0.60%",-359,0.006,0
2026-02-03,2025-05-15 12:00:00,"2025-05-15 22:00:00","0.85%",-359,0.0085,0
2026-02-03,2025-05-15 12:00:00,"2025-05-15 22:00:00","1.10%",-359,0.011,0
2026-02-03,2025-05-15 12:00:00,"2025-05-15 22:00:00","1.35%",-359,0.0135,0
2026-02-03,2025-05-15 12:00:00,"2025-05-15 22:00:00","1.60%",-358,0.016,0
2026-02-03,2025-05-15 12:00:00,"2025-05-15 22:00:00","1.85%",-358,0.0185,0
2026-02-03,2025-05-15 12:00:00,"2025-05-15 22:00:00","2.10%",-358,0.021,0
2026-02-03,2025-05-15 12:00:00,"2025-05-15 22:00:00","2.35%",-358,0.0235,0
2026-02-03,2025-05-15 12:00:00,"2025-05-15 22:00:00","2.60%",-357,0.026,0.0213113094452653
2026-02-03,2025-05-15 12:00:00,"2025-05-15 22:00:00","2.85%",-357,0.0285,0.108965013134885
2026-02-03,2025-05-15 12:00:00,"2025-05-15 22:00:00","3.10%",-357,0.031,0.272692138886919
2026-02-03,2025-05-15 12:00:00,"2025-05-15 22:00:00","3.35%",-357,0.0335,0.33500817546093
2026-02-03,2025-05-15 12:00:00,"2025-05-15 22:00:00","3.60%",-356,0.036,0.2021829005197
2026-02-03,2025-05-15 12:00:00,"2025-05-15 22:00:00","3.85%",-356,0.0385,0.0598404625523009
2026-02-03,2025-05-15 12:00:00,"2025-05-15 22:00:00","4.10%",-356,0.041,0
2026-02-03,2025-05-15 12:00:00,"2025-05-15 22:00:00","4.35%",-356,0.0435,0
2026-02-03,2025-05-15 12:00:00,"2025-05-15 22:00:00","4.60%",-355,0.046,0
2026-02-03,2025-05-15 12:00:00,"2025-05-15 22:00:00","4.85%",-355,0.0485,0
2026-02-03,2025-05-15 12:00:00,"2025-05-15 22:00:00","5.10%",-355,0.051,0
2026-02-03,2025-05-15 12:00:00,"2025-05-15 22:00:00","5.35%",-355,0.0535,0
2026-02-03,2025-05-15 12:00:00,"2025-05-15 22:00:00","5.60%",-354,0.056,0
2026-02-03,2025-05-15 12:00:00,"2025-05-15 22:00:00","5.85%",-354,0.0585,0
2026-02-03,2025-05-15 12:00:00,"2025-05-15 22:00:00","6.10%",-354,0.061,0
2026-02-03,2025-05-16 12:00:00,"2025-05-16 22:00:00","0.10%",-360,0.001,0
