"meeting_date","scrape_time","scrape_datetime_aest","move","diff_bps","bucket_rate","probability"
2025-12-09,2025-08-12 02:38:53,"2025-08-12 12:38:53","150 bp cut",-150,2,0
2025-12-09,2025-08-12 02:38:53,"2025-08-12 12:38:53","125 bp cut",-125,2.25,0.0154964037153923
2025-12-09,2025-08-12 02:38:53,"2025-08-12 12:38:53","100 bp cut",-100,2.5,0.0479525214162955
2025-12-09,2025-08-12 02:38:53,"2025-08-12 12:38:53","75 bp cut",-75,2.75,0.108984694406815
2025-12-09,2025-08-12 02:38:53,"2025-08-12 12:38:53","50 bp cut",-50,3,0.181962295338017
2025-12-09,2025-08-12 02:38:53,"2025-08-12 12:38:53","25 bp cut",-25,3.25,0.223211276782626
2025-12-09,2025-08-12 02:38:53,"2025-08-12 12:38:53","No change",0,3.5,0.20118371302387
2025-12-09,2025-08-12 02:38:53,"2025-08-12 12:38:53","+25 bp hike",25,3.75,0.133229278371358
2025-12-09,2025-08-12 02:38:53,"2025-08-12 12:38:53","+50 bp hike",50,4,0.064817238534209
2025-12-09,2025-08-12 02:38:53,"2025-08-12 12:38:53","+75 bp hike",75,4.25,0.0231625784114176
2025-12-09,2025-08-12 02:38:53,"2025-08-12 12:38:53","+100 bp hike",100,4.5,0
2025-12-09,2025-08-12 02:38:53,"2025-08-12 12:38:53","+125 bp hike",125,4.75,0
2025-12-09,2025-08-12 02:38:53,"2025-08-12 12:38:53","+150 bp hike",150,5,0
2025-12-09,2025-08-12 02:38:53,"2025-08-12 12:38:53","+175 bp hike",175,5.25,0
2025-12-09,2025-08-12 02:38:53,"2025-08-12 12:38:53","+200 bp hike",200,5.5,0
2025-12-09,2025-08-12 02:38:53,"2025-08-12 12:38:53","+225 bp hike",225,5.75,0
2025-12-09,2025-08-12 02:38:53,"2025-08-12 12:38:53","+250 bp hike",250,6,0
2025-12-09,2025-08-12 02:38:53,"2025-08-12 12:38:53","+275 bp hike",275,6.25,0
2025-12-09,2025-08-12 02:38:53,"2025-08-12 12:38:53","+300 bp hike",300,6.5,0
2025-12-09,2025-08-12 02:57:11,"2025-08-12 12:57:11","300 bp cut",-300,0.5,0
2025-12-09,2025-08-12 02:57:11,"2025-08-12 12:57:11","275 bp cut",-275,0.75,0
2025-12-09,2025-08-12 02:57:11,"2025-08-12 12:57:11","250 bp cut",-250,1,0
2025-12-09,2025-08-12 02:57:11,"2025-08-12 12:57:11","225 bp cut",-225,1.25,0
2025-12-09,2025-08-12 02:57:11,"2025-08-12 12:57:11","200 bp cut",-200,1.5,0
2025-12-09,2025-08-12 02:57:11,"2025-08-12 12:57:11","175 bp cut",-175,1.75,0
2025-12-09,2025-08-12 02:57:11,"2025-08-12 12:57:11","150 bp cut",-150,2,0
2025-12-09,2025-08-12 02:57:11,"2025-08-12 12:57:11","125 bp cut",-125,2.25,0.0154964037153923
2025-12-09,2025-08-12 02:57:11,"2025-08-12 12:57:11","100 bp cut",-100,2.5,0.0479525214162955
2025-12-09,2025-08-12 02:57:11,"2025-08-12 12:57:11","75 bp cut",-75,2.75,0.108984694406815
2025-12-09,2025-08-12 02:57:11,"2025-08-12 12:57:11","50 bp cut",-50,3,0.181962295338017
2025-12-09,2025-08-12 02:57:11,"2025-08-12 12:57:11","25 bp cut",-25,3.25,0.223211276782626
2025-12-09,2025-08-12 02:57:11,"2025-08-12 12:57:11","No change",0,3.5,0.20118371302387
2025-12-09,2025-08-12 02:57:11,"2025-08-12 12:57:11","+25 bp hike",25,3.75,0.133229278371358
2025-12-09,2025-08-12 02:57:11,"2025-08-12 12:57:11","+50 bp hike",50,4,0.064817238534209
2025-12-09,2025-08-12 02:57:11,"2025-08-12 12:57:11","+75 bp hike",75,4.25,0.0231625784114176
2025-12-09,2025-08-12 02:57:11,"2025-08-12 12:57:11","+100 bp hike",100,4.5,0
2025-12-09,2025-08-12 02:57:11,"2025-08-12 12:57:11","+125 bp hike",125,4.75,0
2025-12-09,2025-08-12 02:57:11,"2025-08-12 12:57:11","+150 bp hike",150,5,0
2025-12-09,2025-08-12 02:57:11,"2025-08-12 12:57:11","+175 bp hike",175,5.25,0
2025-12-09,2025-08-12 02:57:11,"2025-08-12 12:57:11","+200 bp hike",200,5.5,0
2025-12-09,2025-08-12 02:57:11,"2025-08-12 12:57:11","+225 bp hike",225,5.75,0
2025-12-09,2025-08-12 02:57:11,"2025-08-12 12:57:11","+250 bp hike",250,6,0
2025-12-09,2025-08-12 02:57:11,"2025-08-12 12:57:11","+275 bp hike",275,6.25,0
2025-12-09,2025-08-12 02:57:11,"2025-08-12 12:57:11","+300 bp hike",300,6.5,0
2025-12-09,2025-08-12 03:34:44,"2025-08-12 13:34:44","300 bp cut",-300,0.5,0
2025-12-09,2025-08-12 03:34:44,"2025-08-12 13:34:44","275 bp cut",-275,0.75,0
2025-12-09,2025-08-12 03:34:44,"2025-08-12 13:34:44","250 bp cut",-250,1,0
2025-12-09,2025-08-12 03:34:44,"2025-08-12 13:34:44","225 bp cut",-225,1.25,0
2025-12-09,2025-08-12 03:34:44,"2025-08-12 13:34:44","200 bp cut",-200,1.5,0
2025-12-09,2025-08-12 03:34:44,"2025-08-12 13:34:44","175 bp cut",-175,1.75,0
2025-12-09,2025-08-12 03:34:44,"2025-08-12 13:34:44","150 bp cut",-150,2,0
2025-12-09,2025-08-12 03:34:44,"2025-08-12 13:34:44","125 bp cut",-125,2.25,0.0156503128076636
2025-12-09,2025-08-12 03:34:44,"2025-08-12 13:34:44","100 bp cut",-100,2.5,0.0483133534791418
2025-12-09,2025-08-12 03:34:44,"2025-08-12 13:34:44","75 bp cut",-75,2.75,0.109543263403154
2025-12-09,2025-08-12 03:34:44,"2025-08-12 13:34:44","50 bp cut",-50,3,0.182459535149071
2025-12-09,2025-08-12 03:34:44,"2025-08-12 13:34:44","25 bp cut",-25,3.25,0.223288622099419
2025-12-09,2025-08-12 03:34:44,"2025-08-12 13:34:44","No change",0,3.5,0.200774535050851
2025-12-09,2025-08-12 03:34:44,"2025-08-12 13:34:44","+25 bp hike",25,3.75,0.132641860862814
2025-12-09,2025-08-12 03:34:44,"2025-08-12 13:34:44","+50 bp hike",50,4,0.0643777937939083
2025-12-09,2025-08-12 03:34:44,"2025-08-12 13:34:44","+75 bp hike",75,4.25,0.0229507233539777
2025-12-09,2025-08-12 03:34:44,"2025-08-12 13:34:44","+100 bp hike",100,4.5,0
2025-12-09,2025-08-12 03:34:44,"2025-08-12 13:34:44","+125 bp hike",125,4.75,0
2025-12-09,2025-08-12 03:34:44,"2025-08-12 13:34:44","+150 bp hike",150,5,0
2025-12-09,2025-08-12 03:34:44,"2025-08-12 13:34:44","+175 bp hike",175,5.25,0
2025-12-09,2025-08-12 03:34:44,"2025-08-12 13:34:44","+200 bp hike",200,5.5,0
2025-12-09,2025-08-12 03:34:44,"2025-08-12 13:34:44","+225 bp hike",225,5.75,0
2025-12-09,2025-08-12 03:34:44,"2025-08-12 13:34:44","+250 bp hike",250,6,0
2025-12-09,2025-08-12 03:34:44,"2025-08-12 13:34:44","+275 bp hike",275,6.25,0
2025-12-09,2025-08-12 03:34:44,"2025-08-12 13:34:44","+300 bp hike",300,6.5,0
2025-12-09,2025-08-12 03:54:17,"2025-08-12 13:54:17","300 bp cut",-300,0.5,0
2025-12-09,2025-08-12 03:54:17,"2025-08-12 13:54:17","275 bp cut",-275,0.75,0
2025-12-09,2025-08-12 03:54:17,"2025-08-12 13:54:17","250 bp cut",-250,1,0
2025-12-09,2025-08-12 03:54:17,"2025-08-12 13:54:17","225 bp cut",-225,1.25,0
2025-12-09,2025-08-12 03:54:17,"2025-08-12 13:54:17","200 bp cut",-200,1.5,0
2025-12-09,2025-08-12 03:54:17,"2025-08-12 13:54:17","175 bp cut",-175,1.75,0
2025-12-09,2025-08-12 03:54:17,"2025-08-12 13:54:17","150 bp cut",-150,2,0
2025-12-09,2025-08-12 03:54:17,"2025-08-12 13:54:17","125 bp cut",-125,2.25,0.0156503128076636
2025-12-09,2025-08-12 03:54:17,"2025-08-12 13:54:17","100 bp cut",-100,2.5,0.0483133534791418
2025-12-09,2025-08-12 03:54:17,"2025-08-12 13:54:17","75 bp cut",-75,2.75,0.109543263403154
2025-12-09,2025-08-12 03:54:17,"2025-08-12 13:54:17","50 bp cut",-50,3,0.182459535149071
2025-12-09,2025-08-12 03:54:17,"2025-08-12 13:54:17","25 bp cut",-25,3.25,0.223288622099419
2025-12-09,2025-08-12 03:54:17,"2025-08-12 13:54:17","No change",0,3.5,0.200774535050851
2025-12-09,2025-08-12 03:54:17,"2025-08-12 13:54:17","+25 bp hike",25,3.75,0.132641860862814
2025-12-09,2025-08-12 03:54:17,"2025-08-12 13:54:17","+50 bp hike",50,4,0.0643777937939083
2025-12-09,2025-08-12 03:54:17,"2025-08-12 13:54:17","+75 bp hike",75,4.25,0.0229507233539777
2025-12-09,2025-08-12 03:54:17,"2025-08-12 13:54:17","+100 bp hike",100,4.5,0
2025-12-09,2025-08-12 03:54:17,"2025-08-12 13:54:17","+125 bp hike",125,4.75,0
2025-12-09,2025-08-12 03:54:17,"2025-08-12 13:54:17","+150 bp hike",150,5,0
2025-12-09,2025-08-12 03:54:17,"2025-08-12 13:54:17","+175 bp hike",175,5.25,0
2025-12-09,2025-08-12 03:54:17,"2025-08-12 13:54:17","+200 bp hike",200,5.5,0
2025-12-09,2025-08-12 03:54:17,"2025-08-12 13:54:17","+225 bp hike",225,5.75,0
2025-12-09,2025-08-12 03:54:17,"2025-08-12 13:54:17","+250 bp hike",250,6,0
2025-12-09,2025-08-12 03:54:17,"2025-08-12 13:54:17","+275 bp hike",275,6.25,0
2025-12-09,2025-08-12 03:54:17,"2025-08-12 13:54:17","+300 bp hike",300,6.5,0
2025-12-09,2025-08-12 04:04:20,"2025-08-12 14:04:20","300 bp cut",-300,0.5,0
2025-12-09,2025-08-12 04:04:20,"2025-08-12 14:04:20","275 bp cut",-275,0.75,0
2025-12-09,2025-08-12 04:04:20,"2025-08-12 14:04:20","250 bp cut",-250,1,0
2025-12-09,2025-08-12 04:04:20,"2025-08-12 14:04:20","225 bp cut",-225,1.25,0
2025-12-09,2025-08-12 04:04:20,"2025-08-12 14:04:20","200 bp cut",-200,1.5,0
2025-12-09,2025-08-12 04:04:20,"2025-08-12 14:04:20","175 bp cut",-175,1.75,0
2025-12-09,2025-08-12 04:04:20,"2025-08-12 14:04:20","150 bp cut",-150,2,0
2025-12-09,2025-08-12 04:04:20,"2025-08-12 14:04:20","125 bp cut",-125,2.25,0.0156503128076636
2025-12-09,2025-08-12 04:04:20,"2025-08-12 14:04:20","100 bp cut",-100,2.5,0.0483133534791418
2025-12-09,2025-08-12 04:04:20,"2025-08-12 14:04:20","75 bp cut",-75,2.75,0.109543263403154
2025-12-09,2025-08-12 04:04:20,"2025-08-12 14:04:20","50 bp cut",-50,3,0.182459535149071
2025-12-09,2025-08-12 04:04:20,"2025-08-12 14:04:20","25 bp cut",-25,3.25,0.223288622099419
2025-12-09,2025-08-12 04:04:20,"2025-08-12 14:04:20","No change",0,3.5,0.200774535050851
2025-12-09,2025-08-12 04:04:20,"2025-08-12 14:04:20","+25 bp hike",25,3.75,0.132641860862814
2025-12-09,2025-08-12 04:04:20,"2025-08-12 14:04:20","+50 bp hike",50,4,0.0643777937939083
2025-12-09,2025-08-12 04:04:20,"2025-08-12 14:04:20","+75 bp hike",75,4.25,0.0229507233539777
2025-12-09,2025-08-12 04:04:20,"2025-08-12 14:04:20","+100 bp hike",100,4.5,0
2025-12-09,2025-08-12 04:04:20,"2025-08-12 14:04:20","+125 bp hike",125,4.75,0
2025-12-09,2025-08-12 04:04:20,"2025-08-12 14:04:20","+150 bp hike",150,5,0
2025-12-09,2025-08-12 04:04:20,"2025-08-12 14:04:20","+175 bp hike",175,5.25,0
2025-12-09,2025-08-12 04:04:20,"2025-08-12 14:04:20","+200 bp hike",200,5.5,0
2025-12-09,2025-08-12 04:04:20,"2025-08-12 14:04:20","+225 bp hike",225,5.75,0
2025-12-09,2025-08-12 04:04:20,"2025-08-12 14:04:20","+250 bp hike",250,6,0
2025-12-09,2025-08-12 04:04:20,"2025-08-12 14:04:20","+275 bp hike",275,6.25,0
2025-12-09,2025-08-12 04:04:20,"2025-08-12 14:04:20","+300 bp hike",300,6.5,0
2025-12-09,2025-08-12 04:08:18,"2025-08-12 14:08:18","300 bp cut",-300,0.5,0
2025-12-09,2025-08-12 04:08:18,"2025-08-12 14:08:18","275 bp cut",-275,0.75,0
2025-12-09,2025-08-12 04:08:18,"2025-08-12 14:08:18","250 bp cut",-250,1,0
2025-12-09,2025-08-12 04:08:18,"2025-08-12 14:08:18","225 bp cut",-225,1.25,0
2025-12-09,2025-08-12 04:08:18,"2025-08-12 14:08:18","200 bp cut",-200,1.5,0
2025-12-09,2025-08-12 04:08:18,"2025-08-12 14:08:18","175 bp cut",-175,1.75,0
2025-12-09,2025-08-12 04:08:18,"2025-08-12 14:08:18","150 bp cut",-150,2,0
2025-12-09,2025-08-12 04:08:18,"2025-08-12 14:08:18","125 bp cut",-125,2.25,0.0156503128076636
2025-12-09,2025-08-12 04:08:18,"2025-08-12 14:08:18","100 bp cut",-100,2.5,0.0483133534791418
2025-12-09,2025-08-12 04:08:18,"2025-08-12 14:08:18","75 bp cut",-75,2.75,0.109543263403154
2025-12-09,2025-08-12 04:08:18,"2025-08-12 14:08:18","50 bp cut",-50,3,0.182459535149071
2025-12-09,2025-08-12 04:08:18,"2025-08-12 14:08:18","25 bp cut",-25,3.25,0.223288622099419
2025-12-09,2025-08-12 04:08:18,"2025-08-12 14:08:18","No change",0,3.5,0.200774535050851
2025-12-09,2025-08-12 04:08:18,"2025-08-12 14:08:18","+25 bp hike",25,3.75,0.132641860862814
2025-12-09,2025-08-12 04:08:18,"2025-08-12 14:08:18","+50 bp hike",50,4,0.0643777937939083
2025-12-09,2025-08-12 04:08:18,"2025-08-12 14:08:18","+75 bp hike",75,4.25,0.0229507233539777
2025-12-09,2025-08-12 04:08:18,"2025-08-12 14:08:18","+100 bp hike",100,4.5,0
2025-12-09,2025-08-12 04:08:18,"2025-08-12 14:08:18","+125 bp hike",125,4.75,0
2025-12-09,2025-08-12 04:08:18,"2025-08-12 14:08:18","+150 bp hike",150,5,0
2025-12-09,2025-08-12 04:08:18,"2025-08-12 14:08:18","+175 bp hike",175,5.25,0
2025-12-09,2025-08-12 04:08:18,"2025-08-12 14:08:18","+200 bp hike",200,5.5,0
2025-12-09,2025-08-12 04:08:18,"2025-08-12 14:08:18","+225 bp hike",225,5.75,0
2025-12-09,2025-08-12 04:08:18,"2025-08-12 14:08:18","+250 bp hike",250,6,0
2025-12-09,2025-08-12 04:08:18,"2025-08-12 14:08:18","+275 bp hike",275,6.25,0
2025-12-09,2025-08-12 04:08:18,"2025-08-12 14:08:18","+300 bp hike",300,6.5,0
2025-12-09,2025-08-12 04:39:15,"2025-08-12 14:39:15","300 bp cut",-300,0.5,0
2025-12-09,2025-08-12 04:39:15,"2025-08-12 14:39:15","275 bp cut",-275,0.75,0
2025-12-09,2025-08-12 04:39:15,"2025-08-12 14:39:15","250 bp cut",-250,1,0
2025-12-09,2025-08-12 04:39:15,"2025-08-12 14:39:15","225 bp cut",-225,1.25,0
2025-12-09,2025-08-12 04:39:15,"2025-08-12 14:39:15","200 bp cut",-200,1.5,0
2025-12-09,2025-08-12 04:39:15,"2025-08-12 14:39:15","175 bp cut",-175,1.75,0
2025-12-09,2025-08-12 04:39:15,"2025-08-12 14:39:15","150 bp cut",-150,2,0
2025-12-09,2025-08-12 04:39:15,"2025-08-12 14:39:15","125 bp cut",-125,2.25,0.0156503128076636
2025-12-09,2025-08-12 04:39:15,"2025-08-12 14:39:15","100 bp cut",-100,2.5,0.0483133534791418
2025-12-09,2025-08-12 04:39:15,"2025-08-12 14:39:15","75 bp cut",-75,2.75,0.109543263403154
2025-12-09,2025-08-12 04:39:15,"2025-08-12 14:39:15","50 bp cut",-50,3,0.182459535149071
2025-12-09,2025-08-12 04:39:15,"2025-08-12 14:39:15","25 bp cut",-25,3.25,0.223288622099419
2025-12-09,2025-08-12 04:39:15,"2025-08-12 14:39:15","No change",0,3.5,0.200774535050851
2025-12-09,2025-08-12 04:39:15,"2025-08-12 14:39:15","+25 bp hike",25,3.75,0.132641860862814
2025-12-09,2025-08-12 04:39:15,"2025-08-12 14:39:15","+50 bp hike",50,4,0.0643777937939083
2025-12-09,2025-08-12 04:39:15,"2025-08-12 14:39:15","+75 bp hike",75,4.25,0.0229507233539777
2025-12-09,2025-08-12 04:39:15,"2025-08-12 14:39:15","+100 bp hike",100,4.5,0
2025-12-09,2025-08-12 04:39:15,"2025-08-12 14:39:15","+125 bp hike",125,4.75,0
2025-12-09,2025-08-12 04:39:15,"2025-08-12 14:39:15","+150 bp hike",150,5,0
2025-12-09,2025-08-12 04:39:15,"2025-08-12 14:39:15","+175 bp hike",175,5.25,0
2025-12-09,2025-08-12 04:39:15,"2025-08-12 14:39:15","+200 bp hike",200,5.5,0
2025-12-09,2025-08-12 04:39:15,"2025-08-12 14:39:15","+225 bp hike",225,5.75,0
2025-12-09,2025-08-12 04:39:15,"2025-08-12 14:39:15","+250 bp hike",250,6,0
2025-12-09,2025-08-12 04:39:15,"2025-08-12 14:39:15","+275 bp hike",275,6.25,0
2025-12-09,2025-08-12 04:39:15,"2025-08-12 14:39:15","+300 bp hike",300,6.5,0
2025-12-09,2025-08-12 04:57:18,"2025-08-12 14:57:18","300 bp cut",-300,0.5,0
2025-12-09,2025-08-12 04:57:18,"2025-08-12 14:57:18","275 bp cut",-275,0.75,0
2025-12-09,2025-08-12 04:57:18,"2025-08-12 14:57:18","250 bp cut",-250,1,0
2025-12-09,2025-08-12 04:57:18,"2025-08-12 14:57:18","225 bp cut",-225,1.25,0
2025-12-09,2025-08-12 04:57:18,"2025-08-12 14:57:18","200 bp cut",-200,1.5,0
2025-12-09,2025-08-12 04:57:18,"2025-08-12 14:57:18","175 bp cut",-175,1.75,0
2025-12-09,2025-08-12 04:57:18,"2025-08-12 14:57:18","150 bp cut",-150,2,0
2025-12-09,2025-08-12 04:57:18,"2025-08-12 14:57:18","125 bp cut",-125,2.25,0.0156503128076636
2025-12-09,2025-08-12 04:57:18,"2025-08-12 14:57:18","100 bp cut",-100,2.5,0.0483133534791418
2025-12-09,2025-08-12 04:57:18,"2025-08-12 14:57:18","75 bp cut",-75,2.75,0.109543263403154
2025-12-09,2025-08-12 04:57:18,"2025-08-12 14:57:18","50 bp cut",-50,3,0.182459535149071
2025-12-09,2025-08-12 04:57:18,"2025-08-12 14:57:18","25 bp cut",-25,3.25,0.223288622099419
2025-12-09,2025-08-12 04:57:18,"2025-08-12 14:57:18","No change",0,3.5,0.200774535050851
2025-12-09,2025-08-12 04:57:18,"2025-08-12 14:57:18","+25 bp hike",25,3.75,0.132641860862814
2025-12-09,2025-08-12 04:57:18,"2025-08-12 14:57:18","+50 bp hike",50,4,0.0643777937939083
2025-12-09,2025-08-12 04:57:18,"2025-08-12 14:57:18","+75 bp hike",75,4.25,0.0229507233539777
2025-12-09,2025-08-12 04:57:18,"2025-08-12 14:57:18","+100 bp hike",100,4.5,0
2025-12-09,2025-08-12 04:57:18,"2025-08-12 14:57:18","+125 bp hike",125,4.75,0
2025-12-09,2025-08-12 04:57:18,"2025-08-12 14:57:18","+150 bp hike",150,5,0
2025-12-09,2025-08-12 04:57:18,"2025-08-12 14:57:18","+175 bp hike",175,5.25,0
2025-12-09,2025-08-12 04:57:18,"2025-08-12 14:57:18","+200 bp hike",200,5.5,0
2025-12-09,2025-08-12 04:57:18,"2025-08-12 14:57:18","+225 bp hike",225,5.75,0
2025-12-09,2025-08-12 04:57:18,"2025-08-12 14:57:18","+250 bp hike",250,6,0
2025-12-09,2025-08-12 04:57:18,"2025-08-12 14:57:18","+275 bp hike",275,6.25,0
2025-12-09,2025-08-12 04:57:18,"2025-08-12 14:57:18","+300 bp hike",300,6.5,0
2025-12-09,2025-08-12 05:13:44,"2025-08-12 15:13:44","300 bp cut",-300,0.5,0
2025-12-09,2025-08-12 05:13:44,"2025-08-12 15:13:44","275 bp cut",-275,0.75,0
2025-12-09,2025-08-12 05:13:44,"2025-08-12 15:13:44","250 bp cut",-250,1,0
2025-12-09,2025-08-12 05:13:44,"2025-08-12 15:13:44","225 bp cut",-225,1.25,0
2025-12-09,2025-08-12 05:13:44,"2025-08-12 15:13:44","200 bp cut",-200,1.5,0
2025-12-09,2025-08-12 05:13:44,"2025-08-12 15:13:44","175 bp cut",-175,1.75,0
2025-12-09,2025-08-12 05:13:44,"2025-08-12 15:13:44","150 bp cut",-150,2,0
2025-12-09,2025-08-12 05:13:44,"2025-08-12 15:13:44","125 bp cut",-125,2.25,0.0156503128076636
2025-12-09,2025-08-12 05:13:44,"2025-08-12 15:13:44","100 bp cut",-100,2.5,0.0483133534791418
2025-12-09,2025-08-12 05:13:44,"2025-08-12 15:13:44","75 bp cut",-75,2.75,0.109543263403154
2025-12-09,2025-08-12 05:13:44,"2025-08-12 15:13:44","50 bp cut",-50,3,0.182459535149071
2025-12-09,2025-08-12 05:13:44,"2025-08-12 15:13:44","25 bp cut",-25,3.25,0.223288622099419
2025-12-09,2025-08-12 05:13:44,"2025-08-12 15:13:44","No change",0,3.5,0.200774535050851
2025-12-09,2025-08-12 05:13:44,"2025-08-12 15:13:44","+25 bp hike",25,3.75,0.132641860862814
2025-12-09,2025-08-12 05:13:44,"2025-08-12 15:13:44","+50 bp hike",50,4,0.0643777937939083
2025-12-09,2025-08-12 05:13:44,"2025-08-12 15:13:44","+75 bp hike",75,4.25,0.0229507233539777
2025-12-09,2025-08-12 05:13:44,"2025-08-12 15:13:44","+100 bp hike",100,4.5,0
2025-12-09,2025-08-12 05:13:44,"2025-08-12 15:13:44","+125 bp hike",125,4.75,0
2025-12-09,2025-08-12 05:13:44,"2025-08-12 15:13:44","+150 bp hike",150,5,0
